,target_col,fold,task_name,num_epochs,patience,batch_size,inner_atom_dim,conv_depth,sup_dropout_rate,use_ssl,unsup_dropout_rate,w,edge_dropout_rate,num_extra_data,rampup_length,lr_init,lr_base,lr_exp_multiplier,file_name,output_file,auc_file,auc_file_per_epoch,param_optim_file,train_auc,val_auc,test_auc
0,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,0.01,0.1,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6967,0.6091,0.672
1,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,0.01,0.5,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6899,0.6187,0.675
2,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,0.01,0.9,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6859,0.6185,0.7006
3,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,1.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6676,0.6166,0.6996
4,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,1.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6985,0.627,0.687
5,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,1.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6838,0.6158,0.6813
6,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,1000.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6564,0.5731,0.6402
7,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,1000.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6676,0.6,0.6759
8,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.1,1000.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.644,0.5464,0.5915
9,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.5,0.01,0.1,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6786,0.6117,0.6955
10,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.5,0.01,0.5,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6867,0.622,0.7006
11,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.5,0.01,0.9,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6986,0.6083,0.6974
12,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.5,1.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6923,0.6235,0.6779
13,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.5,1.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6887,0.611,0.6828
14,0,4,unsupervised4-4,100,50,64,128,2,0.2,1,0.5,1.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised4,results/unsupervised4.output,results/auc_file_unsupervised4.csv,results/test_auc_per_epoch_unsupervised4.csv,results/param_optim_unsupervised4.csv,0.6882,0.6107,0.6791
