,target_col,fold,task_name,num_epochs,patience,batch_size,inner_atom_dim,conv_depth,sup_dropout_rate,use_ssl,unsup_dropout_rate,w,edge_dropout_rate,num_extra_data,rampup_length,lr_init,lr_base,lr_exp_multiplier,file_name,output_file,auc_file,auc_file_per_epoch,param_optim_file,train_auc,val_auc,test_auc
0,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,0.01,0.1,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.7126,0.6421,0.6706
1,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,0.01,0.5,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.686,0.65,0.7036
2,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,0.01,0.9,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.672,0.6597,0.7071
3,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,1.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.6933,0.6602,0.7045
4,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,1.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.679,0.6537,0.7004
5,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,1.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.6864,0.6541,0.6834
6,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,1000.0,0.1,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.6358,0.6384,0.6352
7,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,1000.0,0.5,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.6509,0.6421,0.6663
8,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.1,1000.0,0.9,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.6704,0.6472,0.6677
9,0,5,unsupervised5-5,100,50,64,128,2,0.2,1,0.5,0.01,0.1,5000,0,0.0007,1000,-0.01,unsupervised5,results/unsupervised5.output,results/auc_file_unsupervised5.csv,results/test_auc_per_epoch_unsupervised5.csv,results/param_optim_unsupervised5.csv,0.6781,0.657,0.6886
